Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10
0.059955604,0.12787561,0.11948483,-0.021986455,0.0034588254,-0.112315945,0.024046248,-0.06701522,-0.11531888,-0.017753562
0.059975427,-0.00051158556,0.052741684,-0.044149384,-0.007783298,0.072921716,0.09070283,-0.037261367,0.019924633,-0.049977537
0.059983872,0.055864844,0.03017923,0.028161695,-0.07416496,0.0042671035,0.14003512,0.0924735,0.052648805,-0.06651639
0.060015,0.15874428,-0.024843223,-0.08518712,0.0008791818,-0.043290738,0.039810564,0.073902495,-0.101866744,-0.037785884
0.06001331,0.07347875,0.02676635,-0.07124754,0.09570529,-0.08960625,0.08480434,-0.055271395,-0.057699036,-0.021495258
0.060012497,0.0220655,-0.08955315,-0.0589683,-0.016391452,0.010716597,0.1790486,0.0691758,-0.022549195,-0.11453646
0.060003724,0.041987777,0.038571306,-0.04062856,0.02789701,-0.10011445,-0.022032948,-0.03847045,-0.0130176125,0.044730093
0.060000733,0.077773556,-0.03786491,0.059796385,-0.0523658,0.088368334,-0.06461349,0.021779388,-0.04067489,-0.061119784
0.06001096,0.014269653,0.022055164,-0.023254005,-0.112549976,-0.0032002404,-0.038262807,0.05741199,-0.07076086,-0.14409803
0.060020868,-0.037871826,-0.04591987,0.014320111,0.06346995,-0.021159677,0.021422517,0.069099054,0.025222134,0.016278611
0.06001963,-0.01213207,-0.027894156,-0.079591446,0.06449224,-0.0022086098,0.0574448,0.0012094235,-0.051685788,0.039353613
0.0600138,0.0006678039,0.09103732,0.041204248,0.044524234,-0.026770726,-0.03289648,-0.013914706,-0.0016304009,0.06659851
0.060024787,-0.032640353,0.049054936,-0.07322312,-0.014875274,-0.0478506,0.0020744635,-0.010401759,0.07573795,0.025625499
0.06002233,0.00940334,0.08770032,-0.09971728,-0.05916805,0.06285805,-0.040923566,-0.08608091,-0.069677226,-0.039050378
0.06001543,-0.019695207,0.10319243,-0.06597477,-0.04255871,-0.04669885,-0.020204857,-0.06649285,-0.0022490313,-0.034887824
0.06003686,0.009400689,0.0019334769,0.051784277,0.0049252696,0.00018507778,0.074138984,-0.14691558,0.13255168,0.1287847
0.060018577,-0.0855559,0.04808959,0.03457983,0.0412792,-0.042726047,0.014690602,0.06041681,-0.0529941,-0.010391553
0.06003529,-0.049757894,-0.030805541,0.030680005,-0.0026694655,-0.03795303,0.091066815,0.11580489,-0.060454424,0.022068499
0.060012873,-0.10212483,0.013396401,0.018384999,-0.027385136,-0.05332539,-0.034050602,0.0102188485,-0.08400128,0.021731475
0.060027298,-0.03102499,0.14778686,0.011683901,-0.052140478,0.09461197,0.052406896,-0.003450253,-0.07000083,0.025899755
0.06003293,0.003646777,3.0257328e-05,0.11482074,-0.050880075,-0.009283353,0.022116693,0.09825848,-0.019264998,0.11748901
0.060020886,-0.028838772,-0.019841941,-0.12366259,0.018688662,-0.020005247,-0.023341928,-0.021295995,0.024965659,-0.05176489
0.06004032,-0.026337387,0.07456879,0.007875495,-0.034185786,-0.0076744435,-0.10873458,-0.02867397,0.05501715,0.13171224
0.060016364,-0.054832097,0.057683706,-0.036663778,0.043651737,0.048124738,0.027064523,-0.021773657,-0.044580396,0.074082784
0.060034215,-0.06894219,0.054130793,-0.0019532945,-0.082470275,-0.046979696,-0.055885483,0.080342464,0.15000524,0.040374886
0.060041573,0.038505096,0.031524405,-0.015083687,-0.044774942,0.15085217,-0.00639549,-0.059821405,0.010385696,-0.015839122
0.060013574,-0.018546067,0.03456053,-0.010918081,-0.0034395738,-0.098628744,-0.030119296,0.07671923,-0.028376339,0.12972914
0.060029197,0.06806964,0.09763577,-0.026343588,-0.09555276,-0.041224305,0.007488013,0.1419146,0.10388573,-0.027423607
0.060025956,0.020912983,0.0007542875,-0.010840278,0.024342598,-0.0024306912,0.048597578,0.025650393,-0.023831787,0.00824192
0.060028948,-0.1330953,-0.053449262,0.004177114,-0.060126577,-0.03224235,-0.015181142,0.11730259,-0.05677432,-0.07230445
0.06003376,-0.012010211,-0.06676647,-0.07642618,-0.02354154,0.0062188944,-0.06494336,0.018032394,-0.00408896,-0.057654873
0.06002107,-0.09670756,0.09826515,0.0060666525,0.026534162,-0.039416667,0.13060588,-0.08640441,0.07748883,0.032449696
0.060033187,-0.16027924,-0.060484417,0.043690503,-0.088130414,-0.0026838204,-0.121582404,-0.051706202,-0.023901578,-0.00951716
0.060023077,0.05524518,0.07281604,0.026913159,-0.0858205,-0.07557495,-0.016204463,0.037757795,0.034700084,-0.023902511
0.060035788,-0.109816104,-0.10964234,-0.011980961,-0.07550713,-0.0018556664,-0.068266384,0.037102018,0.095151484,0.0006483291
0.06003461,-0.01188595,0.023658108,0.040369466,0.0902377,0.097610705,0.0580737,-0.043183714,-0.11917454,0.014648773
0.060041066,0.0078844745,-0.12013801,0.0013644169,-0.0092524355,0.052014858,-0.0025822711,-0.08795837,0.114811264,0.017355874
0.060025793,-0.03457889,0.044627428,-0.009699109,0.092144474,0.041824263,0.07071159,-0.054911032,-0.06062574,-0.039287064
0.060024973,-0.091042854,-0.024087258,-0.029180987,0.022167392,0.013824772,-0.032276407,-0.10259472,-0.03532716,-0.088071816
0.060039986,-0.03277268,-0.1419909,-0.016802095,0.04486908,0.06230183,0.04958703,0.051087957,0.109371774,-0.08498807
0.060029402,0.021194804,-0.017459735,0.15654522,0.021430131,-0.10475469,-0.1428869,0.04991394,0.14234604,-0.058641635
0.06003525,-0.111410804,-0.011861323,0.04755915,-0.062347002,0.088392146,-0.008869994,-0.04509722,-0.09355927,-0.03173008
0.060022768,-0.07859619,-0.027817892,0.12626792,-0.0035888443,0.023851572,0.042240057,0.05616014,0.06395661,-0.0045212796
0.060017068,-0.041389022,0.013305616,-0.10007578,0.030331414,-0.031191226,0.015056723,-0.07198307,0.032067955,-0.014885929
0.060030345,0.055110402,-0.0843353,-0.017365906,0.116303414,-0.006351773,0.05752508,-0.111118175,-0.0029310747,0.12072417
0.06004798,-0.018256117,-0.091791295,-0.021103771,0.09812235,-0.11139804,-0.031458464,0.0858755,0.032163445,-0.004006592
0.06003106,-0.0060771042,0.070205204,0.092153355,-0.13294367,-0.11876687,0.08728061,-0.027510684,0.010518393,0.028779961
0.060030203,-0.03643075,-0.009678759,-0.066834,-0.060032167,0.0025056468,0.04905978,0.083259515,-0.033551257,-0.04381169
0.060018435,-0.014980523,0.03065187,-0.066890225,0.048428364,0.022602588,-0.05709704,-0.005442045,-0.1308191,0.05141827
0.060031727,-0.0391092,0.020214077,0.023767443,-0.04873934,0.0047253193,0.03718874,-0.0788781,-0.038377468,0.032064684
0.06002047,0.06511413,-0.031982977,0.015254867,0.10619346,-0.048529442,0.08501426,-0.014163325,0.04923074,-0.0039530406
0.060024258,0.011415695,0.032942586,0.043343626,-0.0231842,-0.016229773,-0.08723063,0.03370473,-0.008592677,-0.00879973
0.060031876,0.11312168,-0.07072599,0.0024197323,-0.038886733,0.04156158,-0.077721044,0.02334266,-0.08960949,0.05173682
0.06000867,-0.0882477,0.08767814,0.041728128,0.046225984,0.0070279688,-0.0027592496,-0.019444743,-0.11894906,-0.08815163
0.060020596,0.06661844,-0.037131388,-0.036770552,0.036385693,0.049384095,0.047740348,0.00886694,-0.01435391,0.028638214
0.060042433,-0.050480988,0.0049105696,0.03991932,0.080367215,0.013234581,-0.052754585,0.018687954,0.009580776,0.02790886
0.060026478,-0.10502761,-0.06419904,-0.057941716,-0.016506698,0.046289407,0.05113051,-0.06894981,-0.046549864,0.027859205
0.06003308,-0.0066946875,-0.09428967,-0.09518465,-0.046410736,0.09847707,0.011994571,0.14701773,0.032770086,0.0066423635
0.060018204,0.07545526,0.19746523,-0.028480425,0.0787713,-0.04273815,-0.057038456,0.070005305,-0.029060196,-0.02247239
0.060047384,0.11823551,-0.12928998,0.16379791,-0.0032474014,0.11648569,0.02101929,-0.029659908,-0.05683143,-0.056068122
0.060039487,-0.097702645,0.13807416,0.052413654,-0.12627846,-0.011944011,0.077730685,0.012409586,0.09419357,0.0035238336
0.060024746,-0.07466242,-0.17892289,-0.00930292,-0.15455271,-0.026844159,-0.007398917,0.009054177,0.020907834,-0.003275312
0.060019463,-0.07094369,0.006364718,-0.0021081688,-0.040598568,-0.13343598,0.022494148,0.015687387,-0.14795314,-0.04229837
0.060026743,-0.016006242,0.010990392,0.060010634,0.039273884,0.07851382,-0.11858464,0.0034504286,0.004664578,0.013866124
0.060023922,-0.0018226056,0.017864963,-0.07281596,-0.028965307,-0.006926798,0.079849176,-0.0092407325,0.082994714,-0.0512226
0.060041986,0.03365926,-0.07713006,0.05236575,0.050541885,-0.03399668,-0.03419642,-0.04880072,0.095193975,0.039506618
0.060032845,-0.013098688,0.14177556,0.0011864032,0.02217052,0.08183089,-0.045230784,-0.002200716,-0.0014369428,-0.109450765
0.060023177,-0.106480986,-0.04963805,-0.06675828,-0.0017918372,0.014624166,0.027618468,0.069473565,-0.078446954,0.03701365
0.060027823,-0.08270775,0.11800692,-0.0029935485,0.020136628,0.10621668,-0.116857715,0.009333105,0.0014313787,0.017184073
0.06002817,-0.04477662,-0.0987261,0.004208083,0.07108504,0.019114774,0.058270313,-0.077181645,-0.058975447,0.016066711
0.06002793,-0.117325366,-0.007339295,-0.0005846753,0.027006052,0.03629484,-0.015935102,0.033249818,0.07002526,0.105209865
